pT,W,R,pL,c,pL*c,pQ,R1_array,R2_array,Max_R1_Payoff,Max_R2_Payoff,Max_Payoff,Eq,Number_Eqs,Strategy_Name,Strategy
0.5,1,1,0.9147649989895346,2,1.8295299979790691,1,"[[0.5, 0.5], [-1.08, -0.83]]","[[0.5, -1.08], [0.5, -0.83]]",0.5,0.5,0.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,9,9,0.37225278711608234,44,16.379122633107624,1,"[[4.5, 4.5], [-9.63, -7.38]]","[[4.5, -9.63], [4.5, -7.38]]",4.5,4.5,4.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,27,27,0.4533420227977686,32,14.506944729528595,1,"[[13.5, 13.5], [5.74, 12.49]]","[[13.5, 5.74], [13.5, 12.49]]",13.5,13.5,13.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,93,93,0.6832753069754629,32,21.864809823214813,1,"[[46.5, 46.5], [47.89, 71.14]]","[[46.5, 47.89], [46.5, 71.14]]",71.14,71.14,71.14,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,64,64,0.6107176454510035,23,14.04650584537308,1,"[[32.0, 32.0], [33.95, 49.95]]","[[32.0, 33.95], [32.0, 49.95]]",49.95,49.95,49.95,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,35,35,0.6435401457729868,9,5.791861311956881,1,"[[17.5, 17.5], [20.46, 29.21]]","[[17.5, 20.46], [17.5, 29.21]]",29.21,29.21,29.21,"[array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,81,81,0.8642299267312775,48,41.48303648310132,1,"[[40.5, 40.5], [19.27, 39.52]]","[[40.5, 19.27], [40.5, 39.52]]",40.5,40.5,40.5,"[array([-inf,  inf]), array([-inf,  inf]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,9,9,0.27773424529098045,39,10.831635566348238,1,"[[4.5, 4.5], [-4.08, -1.83]]","[[4.5, -4.08], [4.5, -1.83]]",4.5,4.5,4.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,9,9,0.4384216836612538,26,11.398963775192598,1,"[[4.5, 4.5], [-4.65, -2.4]]","[[4.5, -4.65], [4.5, -2.4]]",4.5,4.5,4.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,73,73,0.35897184435406204,16,5.743549509664993,1,"[[36.5, 36.5], [49.01, 67.26]]","[[36.5, 49.01], [36.5, 67.26]]",67.26,67.26,67.26,"[array([-0.,  1.]), array([-0.,  1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,9,9,0.3866702846909338,12,4.640043416291205,1,"[[4.5, 4.5], [2.11, 4.36]]","[[4.5, 2.11], [4.5, 4.36]]",4.5,4.5,4.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,7,7,0.922783238590564,43,39.67967925939425,1,"[[3.5, 3.5], [-34.43, -32.68]]","[[3.5, -34.43], [3.5, -32.68]]",3.5,3.5,3.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,75,75,0.018428482606849816,33,0.6081399260260439,1,"[[37.5, 37.5], [55.64, 74.39]]","[[37.5, 55.64], [37.5, 74.39]]",74.39,74.39,74.39,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,52,52,0.882190926300859,50,44.109546315042955,1,"[[26.0, 26.0], [-5.11, 7.89]]","[[26.0, -5.11], [26.0, 7.89]]",26.0,26.0,26.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,75,75,0.26896749407290776,37,9.951797280697587,1,"[[37.5, 37.5], [46.3, 65.05]]","[[37.5, 46.3], [37.5, 65.05]]",65.05,65.05,65.05,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,73,73,0.6121920481653599,41,25.099873974779754,1,"[[36.5, 36.5], [29.65, 47.9]]","[[36.5, 29.65], [36.5, 47.9]]",36.5,47.9,47.9,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.62, 0.38]), array([0.62, 0.38])]",3.0,Not_Unique,2
0.5,33,33,0.7540504158601721,39,29.40796621854671,1,"[[16.5, 16.5], [-4.66, 3.59]]","[[16.5, -4.66], [16.5, 3.59]]",16.5,16.5,16.5,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,85,85,0.2976900939066639,14,4.167661314693294,1,"[[42.5, 42.5], [59.58, 80.83]]","[[42.5, 59.58], [42.5, 80.83]]",80.83,80.83,80.83,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,17,17,0.23549872268226324,36,8.477954016561476,1,"[[8.5, 8.5], [4.27, 8.52]]","[[8.5, 4.27], [8.5, 8.52]]",8.5,8.52,8.52,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.])]",4.0,Not_Unique,2
0.5,8,8,0.8793457446813294,7,6.155420212769306,1,"[[4.0, 4.0], [-0.16, 1.84]]","[[4.0, -0.16], [4.0, 1.84]]",4.0,4.0,4.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,8,8,0.22446703529902678,30,6.734011058970804,1,"[[4.0, 4.0], [-0.73, 1.27]]","[[4.0, -0.73], [4.0, 1.27]]",4.0,4.0,4.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,11,11,0.11654807103622211,22,2.5640575627968865,1,"[[5.5, 5.5], [5.69, 8.44]]","[[5.5, 5.69], [5.5, 8.44]]",8.44,8.44,8.44,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,11,11,0.966746933301028,42,40.603371198643174,1,"[[5.5, 5.5], [-32.35, -29.6]]","[[5.5, -32.35], [5.5, -29.6]]",5.5,5.5,5.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,90,90,0.7250566793884384,39,28.2772104961491,1,"[[45.0, 45.0], [39.22, 61.72]]","[[45.0, 39.22], [45.0, 61.72]]",45.0,61.72,61.72,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.]), array([0.74, 0.26]), array([0.74, 0.26]), array([1., 0.]), array([1., 0.])]",4.0,Not_Unique,2
0.5,47,47,0.6101017620972738,20,12.202035241945477,1,"[[23.5, 23.5], [23.05, 34.8]]","[[23.5, 23.05], [23.5, 34.8]]",23.5,34.8,34.8,"[array([0., 1.]), array([0., 1.]), array([0.96, 0.04]), array([0.96, 0.04]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,69,69,0.5662242774324885,6,3.3973456645949307,1,"[[34.5, 34.5], [48.35, 65.6]]","[[34.5, 48.35], [34.5, 65.6]]",65.6,65.6,65.6,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,63,63,0.6019567330872141,47,28.29196645509906,1,"[[31.5, 31.5], [18.96, 34.71]]","[[31.5, 18.96], [31.5, 34.71]]",31.5,34.71,34.71,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.2, 0.8]), array([0.2, 0.8])]",3.0,Not_Unique,2
0.5,7,7,0.6358123351358131,25,15.89530837839533,1,"[[3.5, 3.5], [-10.65, -8.9]]","[[3.5, -10.65], [3.5, -8.9]]",3.5,3.5,3.5,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,40,40,0.19174403286416175,21,4.026624690147397,1,"[[20.0, 20.0], [25.97, 35.97]]","[[20.0, 25.97], [20.0, 35.97]]",35.97,35.97,35.97,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,94,94,0.9968713220910826,21,20.934297763912735,1,"[[47.0, 47.0], [49.57, 73.07]]","[[47.0, 49.57], [47.0, 73.07]]",73.07,73.07,73.07,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,63,63,0.12794869505633222,38,4.862050412140624,1,"[[31.5, 31.5], [42.39, 58.14]]","[[31.5, 42.39], [31.5, 58.14]]",58.14,58.14,58.14,"[array([0., 1.]), array([0., 1.]), array([ inf, -inf]), array([ inf, -inf])]",2.0,Not_Unique,2
0.5,13,13,0.10830844517770466,31,3.3575618005088446,1,"[[6.5, 6.5], [6.39, 9.64]]","[[6.5, 6.39], [6.5, 9.64]]",6.5,9.64,9.64,"[array([0., 1.]), array([0., 1.]), array([0.97, 0.03]), array([0.97, 0.03]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,98,98,0.0437751317783025,4,0.17510052711321,1,"[[49.0, 49.0], [73.32, 97.82]]","[[49.0, 73.32], [49.0, 97.82]]",97.82,97.82,97.82,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,10,10,0.00013313703237727292,7,0.0009319592266409105,1,"[[5.0, 5.0], [7.5, 10.0]]","[[5.0, 7.5], [5.0, 10.0]]",10.0,10.0,10.0,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,88,88,0.4603703940588939,21,9.667778275236772,1,"[[44.0, 44.0], [56.33, 78.33]]","[[44.0, 56.33], [44.0, 78.33]]",78.33,78.33,78.33,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,73,73,0.7427884856797808,34,25.25480851311255,1,"[[36.5, 36.5], [29.5, 47.75]]","[[36.5, 29.5], [36.5, 47.75]]",36.5,47.75,47.75,"[array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.62, 0.38]), array([0.62, 0.38])]",3.0,Not_Unique,2
0.5,97,97,0.5316303877627572,30,15.948911632882716,1,"[[48.5, 48.5], [56.8, 81.05]]","[[48.5, 56.8], [48.5, 81.05]]",81.05,81.05,81.05,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,0,0,0.2152654806830201,30,6.457964420490603,1,"[[0.0, 0.0], [-6.46, -6.46]]","[[0.0, -6.46], [0.0, -6.46]]",0.0,0.0,0.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,36,36,0.6372538597023597,37,23.57839280898731,1,"[[18.0, 18.0], [3.42, 12.42]]","[[18.0, 3.42], [18.0, 12.42]]",18.0,18.0,18.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,56,56,0.37636967537494637,13,4.892805779874303,1,"[[28.0, 28.0], [37.11, 51.11]]","[[28.0, 37.11], [28.0, 51.11]]",51.11,51.11,51.11,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,9,9,0.39339847780010384,36,14.162345200803738,1,"[[4.5, 4.5], [-7.41, -5.16]]","[[4.5, -7.41], [4.5, -5.16]]",4.5,4.5,4.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,45,45,0.787591606520769,49,38.59198871951768,1,"[[22.5, 22.5], [-4.84, 6.41]]","[[22.5, -4.84], [22.5, 6.41]]",22.5,22.5,22.5,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,27,27,0.212232999743584,17,3.607960995640928,1,"[[13.5, 13.5], [16.64, 23.39]]","[[13.5, 16.64], [13.5, 23.39]]",23.39,23.39,23.39,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,0,0,0.34984483804104605,23,8.046431274944059,1,"[[0.0, 0.0], [-8.05, -8.05]]","[[0.0, -8.05], [0.0, -8.05]]",0.0,0.0,0.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,59,59,0.025300829050104556,15,0.37951243575156834,1,"[[29.5, 29.5], [43.87, 58.62]]","[[29.5, 43.87], [29.5, 58.62]]",58.62,58.62,58.62,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,53,53,0.06769712481660517,1,0.06769712481660517,1,"[[26.5, 26.5], [39.68, 52.93]]","[[26.5, 39.68], [26.5, 52.93]]",52.93,52.93,52.93,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,90,90,0.6234987758036148,46,28.68094368696628,1,"[[45.0, 45.0], [38.82, 61.32]]","[[45.0, 38.82], [45.0, 61.32]]",45.0,61.32,61.32,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.73, 0.27]), array([0.73, 0.27])]",3.0,Not_Unique,2
0.5,47,47,0.6020018033181447,14,8.428025246454025,1,"[[23.5, 23.5], [26.82, 38.57]]","[[23.5, 26.82], [23.5, 38.57]]",38.57,38.57,38.57,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,32,32,0.08195145757553557,49,4.015621421201243,1,"[[16.0, 16.0], [19.98, 27.98]]","[[16.0, 19.98], [16.0, 27.98]]",27.98,27.98,27.98,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,30,30,0.3349626034423101,44,14.738354551461644,1,"[[15.0, 15.0], [7.76, 15.26]]","[[15.0, 7.76], [15.0, 15.26]]",15.0,15.26,15.26,"[array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.03, 0.97]), array([0.03, 0.97])]",3.0,Not_Unique,2
0.5,3,3,0.7069904722651117,27,19.088742751158016,1,"[[1.5, 1.5], [-16.84, -16.09]]","[[1.5, -16.84], [1.5, -16.09]]",1.5,1.5,1.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,79,79,0.06665431506181319,18,1.1997776711126373,1,"[[39.5, 39.5], [58.05, 77.8]]","[[39.5, 58.05], [39.5, 77.8]]",77.8,77.8,77.8,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,31,31,0.31449440356552805,45,14.152248160448762,1,"[[15.5, 15.5], [9.1, 16.85]]","[[15.5, 9.1], [15.5, 16.85]]",15.5,16.85,16.85,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.17, 0.83]), array([0.17, 0.83])]",3.0,Not_Unique,2
0.5,15,15,0.12155379982480663,6,0.7293227989488398,1,"[[7.5, 7.5], [10.52, 14.27]]","[[7.5, 10.52], [7.5, 14.27]]",14.27,14.27,14.27,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,25,25,0.6398449717555271,35,22.39457401144345,1,"[[12.5, 12.5], [-3.64, 2.61]]","[[12.5, -3.64], [12.5, 2.61]]",12.5,12.5,12.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,90,90,0.47131374588483876,17,8.012333680042259,1,"[[45.0, 45.0], [59.49, 81.99]]","[[45.0, 59.49], [45.0, 81.99]]",81.99,81.99,81.99,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,23,23,0.22075896875341172,25,5.518974218835293,1,"[[11.5, 11.5], [11.73, 17.48]]","[[11.5, 11.73], [11.5, 17.48]]",17.48,17.48,17.48,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,62,62,0.8154035479392187,41,33.431545465507966,1,"[[31.0, 31.0], [13.07, 28.57]]","[[31.0, 13.07], [31.0, 28.57]]",31.0,31.0,31.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,62,62,0.49839057730808767,9,4.4855151957727895,1,"[[31.0, 31.0], [42.01, 57.51]]","[[31.0, 42.01], [31.0, 57.51]]",57.51,57.51,57.51,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,98,98,0.5150978372269316,13,6.696271883950111,1,"[[49.0, 49.0], [66.8, 91.3]]","[[49.0, 66.8], [49.0, 91.3]]",91.3,91.3,91.3,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,87,87,0.8558192663060302,22,18.828023858732664,1,"[[43.5, 43.5], [46.42, 68.17]]","[[43.5, 46.42], [43.5, 68.17]]",68.17,68.17,68.17,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,40,40,0.9621576822435076,43,41.372780336470825,1,"[[20.0, 20.0], [-11.37, -1.37]]","[[20.0, -11.37], [20.0, -1.37]]",20.0,20.0,20.0,"[array([ 1., -0.]), array([ 1., -0.])]",1.0,Guess,0
0.5,37,37,0.1930353761549436,3,0.5791061284648308,1,"[[18.5, 18.5], [27.17, 36.42]]","[[18.5, 27.17], [18.5, 36.42]]",36.42,36.42,36.42,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,55,55,0.04045739006962312,14,0.5664034609747237,1,"[[27.5, 27.5], [40.68, 54.43]]","[[27.5, 40.68], [27.5, 54.43]]",54.43,54.43,54.43,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,17,17,0.686314564871304,31,21.275751511010426,1,"[[8.5, 8.5], [-8.53, -4.28]]","[[8.5, -8.53], [8.5, -4.28]]",8.5,8.5,8.5,"[array([1., 0.]), array([1., 0.]), array([ 1., -0.]), array([ 1., -0.])]",2.0,Not_Unique,2
0.5,71,71,0.9813845206763756,5,4.906922603381878,1,"[[35.5, 35.5], [48.34, 66.09]]","[[35.5, 48.34], [35.5, 66.09]]",66.09,66.09,66.09,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,21,21,0.13406218109418178,29,3.8878032517312713,1,"[[10.5, 10.5], [11.86, 17.11]]","[[10.5, 11.86], [10.5, 17.11]]",17.11,17.11,17.11,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,85,85,0.30412503972401916,26,7.907251032824498,1,"[[42.5, 42.5], [55.84, 77.09]]","[[42.5, 55.84], [42.5, 77.09]]",77.09,77.09,77.09,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,26,26,0.39186461940901063,26,10.188480104634277,1,"[[13.0, 13.0], [9.31, 15.81]]","[[13.0, 9.31], [13.0, 15.81]]",13.0,15.81,15.81,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.43, 0.57]), array([0.43, 0.57])]",3.0,Not_Unique,2
0.5,7,7,0.9619149805272034,22,21.162129571598474,1,"[[3.5, 3.5], [-15.91, -14.16]]","[[3.5, -15.91], [3.5, -14.16]]",3.5,3.5,3.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,90,90,0.9649185962238196,31,29.91247648293841,1,"[[45.0, 45.0], [37.59, 60.09]]","[[45.0, 37.59], [45.0, 60.09]]",45.0,60.09,60.09,"[array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.67, 0.33]), array([0.67, 0.33])]",3.0,Not_Unique,2
0.5,88,88,0.8845922889200685,31,27.422360956522123,1,"[[44.0, 44.0], [38.58, 60.58]]","[[44.0, 38.58], [44.0, 60.58]]",44.0,60.58,60.58,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.]), array([0.75, 0.25]), array([0.75, 0.25]), array([ 1., -0.]), array([ 1., -0.])]",4.0,Not_Unique,2
0.5,2,2,0.4800461365437434,2,0.9600922730874868,1,"[[1.0, 1.0], [0.54, 1.04]]","[[1.0, 0.54], [1.0, 1.04]]",1.0,1.04,1.04,"[array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.08, 0.92]), array([0.08, 0.92])]",3.0,Not_Unique,2
0.5,14,14,0.8544534716815332,30,25.633604150445997,1,"[[7.0, 7.0], [-15.13, -11.63]]","[[7.0, -15.13], [7.0, -11.63]]",7.0,7.0,7.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,36,36,0.5148214680288397,42,21.622501657211266,1,"[[18.0, 18.0], [5.38, 14.38]]","[[18.0, 5.38], [18.0, 14.38]]",18.0,18.0,18.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,3,3,0.08173589147809701,28,2.2886049613867163,1,"[[1.5, 1.5], [-0.04, 0.71]]","[[1.5, -0.04], [1.5, 0.71]]",1.5,1.5,1.5,"[array([ 1., -0.]), array([ 1., -0.])]",1.0,Guess,0
0.5,65,65,0.588350563893127,42,24.710723683511333,1,"[[32.5, 32.5], [24.04, 40.29]]","[[32.5, 24.04], [32.5, 40.29]]",32.5,40.29,40.29,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.48, 0.52]), array([0.48, 0.52])]",3.0,Not_Unique,2
0.5,41,41,0.4663907282862291,33,15.390894033445559,1,"[[20.5, 20.5], [15.36, 25.61]]","[[20.5, 15.36], [20.5, 25.61]]",20.5,25.61,25.61,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",4.0,Not_Unique,2
0.5,15,15,0.7904666387072482,13,10.276066303194227,1,"[[7.5, 7.5], [0.97, 4.72]]","[[7.5, 0.97], [7.5, 4.72]]",7.5,7.5,7.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,15,15,0.7414717933378113,34,25.210040973485587,1,"[[7.5, 7.5], [-13.96, -10.21]]","[[7.5, -13.96], [7.5, -10.21]]",7.5,7.5,7.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,17,17,0.1648768207843503,29,4.781427802746158,1,"[[8.5, 8.5], [7.97, 12.22]]","[[8.5, 7.97], [8.5, 12.22]]",8.5,12.22,12.22,"[array([0., 1.]), array([0., 1.]), array([ inf, -inf]), array([ inf, -inf]), array([0.88, 0.12]), array([0.88, 0.12]), array([1., 0.]), array([1., 0.])]",4.0,Not_Unique,2
0.5,26,26,0.8056102680756462,41,33.030020991101495,1,"[[13.0, 13.0], [-13.53, -7.03]]","[[13.0, -13.53], [13.0, -7.03]]",13.0,13.0,13.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,36,36,0.11395794875122611,38,4.330402052546592,1,"[[18.0, 18.0], [22.67, 31.67]]","[[18.0, 22.67], [18.0, 31.67]]",31.67,31.67,31.67,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,95,95,0.43082733221348324,12,5.169927986561799,1,"[[47.5, 47.5], [66.08, 89.83]]","[[47.5, 66.08], [47.5, 89.83]]",89.83,89.83,89.83,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,59,59,0.8203518421512097,7,5.742462895058468,1,"[[29.5, 29.5], [38.51, 53.26]]","[[29.5, 38.51], [29.5, 53.26]]",53.26,53.26,53.26,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,0,0,0.43812429788928753,22,9.638734553564326,1,"[[0.0, 0.0], [-9.64, -9.64]]","[[0.0, -9.64], [0.0, -9.64]]",0.0,0.0,0.0,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,57,57,0.036826367374576674,26,0.9574855517389935,1,"[[28.5, 28.5], [41.79, 56.04]]","[[28.5, 41.79], [28.5, 56.04]]",56.04,56.04,56.04,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,11,11,0.6752981720548296,10,6.752981720548296,1,"[[5.5, 5.5], [1.5, 4.25]]","[[5.5, 1.5], [5.5, 4.25]]",5.5,5.5,5.5,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,72,72,0.9544687404626789,21,20.043843549716257,1,"[[36.0, 36.0], [33.96, 51.96]]","[[36.0, 33.96], [36.0, 51.96]]",36.0,51.96,51.96,"[array([0., 1.]), array([0., 1.]), array([0.89, 0.11]), array([0.89, 0.11]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,20,20,0.9190055404377193,37,34.00320499619561,1,"[[10.0, 10.0], [-19.0, -14.0]]","[[10.0, -19.0], [10.0, -14.0]]",10.0,10.0,10.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,93,93,0.06897638878669832,36,2.4831499963211394,1,"[[46.5, 46.5], [67.27, 90.52]]","[[46.5, 67.27], [46.5, 90.52]]",90.52,90.52,90.52,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,51,51,0.8820062649801286,15,13.230093974701928,1,"[[25.5, 25.5], [25.02, 37.77]]","[[25.5, 25.02], [25.5, 37.77]]",25.5,37.77,37.77,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0.96, 0.04]), array([0.96, 0.04]), array([ 1., -0.]), array([ 1., -0.])]",4.0,Not_Unique,2
0.5,23,23,0.7289870719846965,34,24.785560447479682,1,"[[11.5, 11.5], [-7.54, -1.79]]","[[11.5, -7.54], [11.5, -1.79]]",11.5,11.5,11.5,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,29,29,0.5480647350541794,7,3.836453145379256,1,"[[14.5, 14.5], [17.91, 25.16]]","[[14.5, 17.91], [14.5, 25.16]]",25.16,25.16,25.16,"[array([-0.,  1.]), array([-0.,  1.]), array([0.67, 0.33]), array([0.67, 0.33])]",2.0,Not_Unique,2
0.5,11,11,0.7640073629949413,3,2.292022088984824,1,"[[5.5, 5.5], [5.96, 8.71]]","[[5.5, 5.96], [5.5, 8.71]]",8.71,8.71,8.71,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,78,78,0.34467145371845875,8,2.75737162974767,1,"[[39.0, 39.0], [55.74, 75.24]]","[[39.0, 55.74], [39.0, 75.24]]",75.24,75.24,75.24,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,8,8,0.636873377196425,21,13.374340921124926,1,"[[4.0, 4.0], [-7.37, -5.37]]","[[4.0, -7.37], [4.0, -5.37]]",4.0,4.0,4.0,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,25,25,0.19488746171460924,31,6.041511313152887,1,"[[12.5, 12.5], [12.71, 18.96]]","[[12.5, 12.71], [12.5, 18.96]]",18.96,18.96,18.96,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,42,42,0.767294679146371,3,2.301884037439113,1,"[[21.0, 21.0], [29.2, 39.7]]","[[21.0, 29.2], [21.0, 39.7]]",39.7,39.7,39.7,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,56,56,0.8099029055208445,36,29.156504598750402,1,"[[28.0, 28.0], [12.84, 26.84]]","[[28.0, 12.84], [28.0, 26.84]]",28.0,28.0,28.0,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,52,52,0.9724414708173122,18,17.503946474711622,1,"[[26.0, 26.0], [21.5, 34.5]]","[[26.0, 21.5], [26.0, 34.5]]",26.0,34.5,34.5,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.65, 0.35]), array([0.65, 0.35])]",4.0,Not_Unique,2
0.5,38,38,0.135468504704369,37,5.012334674061653,1,"[[19.0, 19.0], [23.49, 32.99]]","[[19.0, 23.49], [19.0, 32.99]]",32.99,32.99,32.99,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
